"value","value_noun","value_verb","count"
"မှာ","စာ","စုံစမ်း",1
"မှာ","စာ","တင်",1
"မှာ","စာ","တည်ရှိ",1
"မှာ","စာ","တွေ့",1
"မှာ","စာ","တုံ့ပြန်",1
"မှာ","စာ","နေထိုင်",1
"မှာ","စာ","ပျက်စီး",1
"မှာ","စာ","ပြော",1
"မှာ","စာ","ဖော်ပြထား",1
"မှာ","စာ","မဲ့",1
"မှာ","စာ",NA,1
"မှာ","စာချုပ်","ဖြစ်",1
"မှာ","စာတမ်း","ဖြစ်",1
"မှာ","စာတမ်း","သွင်း",1
"မှာ","စာတမ်းငယ်","ဟုတ်",1
"မှာ","စာတိုက်","ကြိုဆို",1
"မှာ","စားပွဲ","ထောက်ပံ့",1
"မှာ","စာမျက်နှာ","တင်",1
"မှာ","စာရင်း","ပတ်သက်",1
"မှာ","စာရင်း","ဖော်ပြ",1
"မှာ","စာရင်း","လှုံ့ဆော်",1
"မှာ","စာရင်း","သုံးစွဲ",1
"မှာ","စာရင်းဝင်","တက်",1
"မှာ","စာရွက်စာတမ်း","ရှိ",1
"မှာ","စာအုပ်","ရှိ",1
"မှာ","စိတ်","ဖြစ်",1
"မှာ","စိတ်","ရှိ",1
"မှာ","စိတ်ဖိအား","ကင်းလွတ်",1
"မှာ","စိတ်ဝိညာဥ်","ရှိ",1
"မှာ","စိန့်ကတ်သရင်း","မွေးဖွား",1
"မှာ","စိုက်ပျိုးရေး","ဖြစ်",1
"မှာ","စီ","ရ",1
"မှာ","စီ","ဦးဆောင်",1
"မှာ","စီဒီတီ","တွေ့",1
"မှာ","စီးပွားရေး","ယုံကြည်",1
"မှာ","စီးပွားရေး",NA,1
"မှာ","စီရင်စု",NA,1
"မှာ","စီအေ","လေ့လာ",1
"မှာ","စု","စ",1
"မှာ","စု","ဆုံးရှုံး",1
"မှာ","စုစုပေါင်း","ပြော",1
"မှာ","ဆက်ဆံရေး","များ",1
"မှာ","ဆက်သွယ်ရေး","လည်ပတ်",1
"မှာ","ဆင်ဆာ","ဖြစ်",1
"မှာ","ဆစ်","ရရှိ",1
"မှာ","ဆစ်ဒနီ","တည်ရှိ",1
"မှာ","ဆန္ဒ","ကွဲပြား",1
"မှာ","ဆန္ဒနယ်","ရရှိ",1
"မှာ","ဆန့်ကျင်ရေး","တရားဝင်",1
"မှာ","ဆန်ဖရန်စစ္စကို","လွတ်မြောက်",1
"မှာ","ဆဘတ်","တပ်ဆင်",1
"မှာ","ဆယ်စုနှစ်","ဖြစ်",1
"မှာ","ဆွန်း","ရှိ",1
"မှာ","ဆွန်ချီ","ဖြစ်",1
"မှာ","ဆိပ်ကမ်း","ကျန်",1
"မှာ","ဆိုင်","ပျောက်ဆုံး",1
"မှာ","ဆိုင်","ဝယ်",1
"မှာ","ဆိုင်းဘုတ်","တိုးတက်",1
"မှာ","ဆိုင်မွန်","ထိုးသွင်း",1
"မှာ","ဆိုင်ရာ","ကပ်ဆိုက်",1
"မှာ","ဆိုင်ရာ","ပျက်စီး",1
"မှာ","ဆိုလိုရင်း","လက်ထပ်",1
"မှာ","ဆိုလိုသည်","သေ",1
"မှာ","ဆီးရီးယား","စာနာ",1
"မှာ","ဆု","သုံး",1
"မှာ","ဆူဘာ","ယုံကြည်",1
"မှာ","ဆူးလ်","နေထိုင်",1
"မှာ","ဆေးရုံ","ကြေညာ",1
"မှာ","ဆေးရုံ","ကုသ",1
"မှာ","ဆေးရုံ","ခွဲစိတ်",1
"မှာ","ဆေးရုံ","ဖြစ်စေတတ်",1
"မှာ","ဆေးရုံ","ရောက်",1
"မှာ","ဆေးရုံ","လှုပ်ရှား",1
"မှာ","ဆေးရုံ","လိမ်ညာ",1
"မှာ","ဆေးရုံကြီး","ပစ်ခတ်",1
"မှာ","ဆေးဝါး","အသုံးပြု",1
"မှာ","ဆောင်းပါး","ပါဝင်",1
"မှာ","ဆောင်းပါး","ရင်းနှီး",1
"မှာ","ဆောင်းပါး",NA,1
"မှာ","ဆဲဗင်းအက်စ်","ရှိ",1
"မှာ","ဇင်ဘာဘွေ","ရောင်း",1
"မှာ","ဇနီး","အသက်ရှင်မကျန်ရစ်",1
"မှာ","ဇန်နဝါရီ","ငြင်း",1
"မှာ","ဇာစ်မြစ်","တိုက်",1
"မှာ","ဇာတ်ညွှန်းရေးဆရာ","ဖြစ်",1
"မှာ","ဇာတ်ရုံ","တင်ဆက်ကပြ",1
"မှာ","ဇူလီယာ","ရှိ",1
"မှာ","ဈေးကွက်","ချိုးဖောက်",1
"မှာ","ဈေးကွက်","ထား",1
"မှာ","ဈေးနှုန်း","ပေါင်း",1
"မှာ","ဈေးနှုန်း",NA,1
"မှာ","ည","ကြော်ငြာ",1
"မှာ","ည","ပြန်",1
"မှာ","ည","ရှင်းလင်း",1
"မှာ","ည","ရှိ",1
"မှာ","ည",NA,1
"မှာ","ညနေ","ကြော်ငြာ",1
"မှာ","ညနေ","စတင်",1
"မှာ","ညနေ","ထုတ်",1
"မှာ","ညနေ","လွတ်တင်",1
"မှာ","ညနေ","ဝင်သွား",1
"မှာ","ညနေ","အသတ်ခံ",1
"မှာ","ညနေ",NA,1
"မှာ","ညနေပိုင်း","ထုတ်",1
"မှာ","ညဦး","ပြီးစီး",1
"မှာ","ညာဖက်","ရှိ",1
"မှာ","ညီလာခံ","ကြာ",1
"မှာ","ညီလာခံ","တံဆိပ်ခတ်",1
"မှာ","ညီလာခံ","ဖြေရှင်း",1
"မှာ","ညီလာခံ","ရွေ့ဆိုင်း",1
"မှာ","ညီလာခံ","အလုပ်လုပ်",1
"မှာ","ဋ္ဌာန","မှီခိုအားထား",1
"မှာ","ဌာန","ဖြစ်",1
"မှာ","ဌာန","ရှိ",1
"မှာ","ဌာန","အစီရင်ခံ",1
"မှာ","ဌာန",NA,1
"မှာ","ဌာနချုပ်","တင်းကျပ်",1
"မှာ","ဌာနချုပ်","ပြီး",1
"မှာ","တကယ်တမ်း","ရှိ",1
"မှာ","တက္ကသိုလ်","ဖြစ်ပွား",1
"မှာ","တက်မ","ပျက်စီး",1
"မှာ","တင်ပြပွဲ","ထောက်ပံ့",1
"မှာ","တင်းမာနေချိန်","ရောက်",1
"မှာ","တစ်-နေ့","ယူဆောင်",1
"မှာ","တစ်ကိုယ်ရည်","အသုံးပြု",1
"မှာ","တစ်ချိန်","ကယ်တင်",1
"မှာ","တစ်ချိန်","လာ",1
"မှာ","တစ်ချိန်",NA,1
"မှာ","တစ်ခုခု","ဖြစ်တည်",1
"မှာ","တစ်ဆိုင်","ပြင်ဆင်",1
"မှာ","တစ်ဆိုင်","ရောင်း",1
"မှာ","တစ်ဆု","ဖြစ်",1
"မှာ","တစ်နေ့နေ့","ဖြစ်",1
"မှာ","တစ်ဖက်","ရှိ",1
"မှာ","တစ်ဖက်",NA,1
"မှာ","တစ်လျှောက်","မှတ်သားထိုက်",1
"မှာ","တစ်လျှောက်","ရပ်တည်",1
"မှာ","တစ်လျှောက်","ရှင်းလင်းမြင်သာ",1
"မှာ","တစ်လျှောက်","လုံခြုံ",1
"မှာ","တစ်လျှောက်",NA,1
"မှာ","တစ်ဝက်","စတင်",1
"မှာ","တစ်ဝက်","ထုတ်လုပ်",1
"မှာ","တစ်ဝက်","ဖော်ပြ",1
"မှာ","တစ်ဝက်","လွှင့်တင်",1
"မှာ","တစ်ဝက်","သက်ရောက်",1
"မှာ","တစ်ဝန်း","တည်တံ့",1
"မှာ","တစ်ဝှမ်း","ဖန်တီးပေး",1
"မှာ","တည်ဆောက်နေချိန်","ရွေးချယ်",1
"မှာ","တည့်တည့်","ရှိ",1
"မှာ","တည်ရာ",NA,1
"မှာ","တန်း","စာသင်ကြား",1
"မှာ","တန်ဖိုး","ဖြစ်",1
"မှာ","တပ်စခန်း","ထမ်းဆောင်",1
"မှာ","တပ်စု",NA,1
"မှာ","တပ်ဖွဲ့","ထိန်းသိမ်း",1
"မှာ","တပ်ဖွဲ့","လောင်",1
"မှာ","တပ်ဖွဲ့","သတ်",1
"မှာ","တပ်ဖွဲ့","အမှုစစ်",1
"မှာ","တပ်မတော်","ဖြစ်",1
"မှာ","တဖက်","လစ်လျူရှူ",1
"မှာ","တရား","ပြင်းထန်",1
"မှာ","တရား","ပေးဆောင်",1
"မှာ","တရားရုံး","စစ်ဆေးခံ",1
"မှာ","တရားရုံး","တရားရင်ဆိုင်",1
"မှာ","တရားရုံး","ပေါ်",1
"မှာ","တရားရုံး","ရည်ရွယ်",1
"မှာ","တရားလွှတ်တော်ချုပ်","ကျူးလွန်",1
"မှာ","တရားလို","မွေးဖွား",1
"မှာ","တရားသူကြီး","ရှိ",1
"မှာ","တရားသူကြီး","လုပ်",1
"မှာ","တဝိုက်","စီး",1
"မှာ","တွင်း","စိတ်ချ",1
"မှာ","တွင်း","ဆန္ဒပြ",1
"မှာ","တွင်း","အကဲခတ်",1
"မှာ","တွင်းပိုင်း","နေထိုင်",1
"မှာ","တွန်းအား","လိုလား",1
"မှာ","တွေ့ဆုံပွဲ","တွေ့ဆုံ",1
"မှာ","တွေ့ဆုံပွဲ","ဖော်ပြ",1
"မှာ","တသက်တာ","ကြုံ",1
"မှာ","တားမြစ်ကုန်","ဟုတ်",1
"မှာ","တာဝန်","ရှိ",1
"မှာ","တာဝန်","သေဆုံး",1
"မှာ","တာဝေး","ဗုံးကြဲ",1
"မှာ","တိတ်ခွေ","တွေ့",1
"မှာ","တိပ်ခွေ","မှတ်တမ်းတင်",1
"မှာ","တိပ်ခွေ","မှီ",1
"မှာ","တိပ်ခွေ","ရိုက်ယူ",1
"မှာ","တိုကျို","စမ်းသပ်",1
"မှာ","တိုက်စစ်","ကစား",1
"မှာ","တိုက်ပွဲ","ရ",1
"မှာ","တိုက်ပွဲ","ရွေ့",1
"မှာ","တိုင်ကြားစာ",NA,1
"မှာ","တိုင်ကီ","ယိုစိမ့်",1
"မှာ","တိုင်းတပါး","နှိမ့်ချ",1
"မှာ","တိုင်းတပါး","ရှိ",1
"မှာ","တိုင်းပြည်","ပြောင်းလဲ",1
"မှာ","တိုင်းပြည်","ဟုတ်",1
"မှာ","တိုင်းမ်","အစီရင်ခံ",1
"မှာ","တိုးတာချက်",NA,1
"မှာ","တိုးမြှင့်လစာ","ကျော်",1
"မှာ","တီးစိုက်","ရှိ",1
"မှာ","တီဗွီ","ထုတ်",1
"မှာ","တီဗွီ","ပြသ",1
"မှာ","တုံ့ပြန်ရာ","တွေ့",1
"မှာ","တူးဆော့","ပြသခံ",1
"မှာ","တူးမြောင်း","ရင်းနှီးမြှုပ်နှံ",1
"မှာ","တူရကီ","ကုန်ကျ",1
"မှာ","တူရကီ","ထုတ်ဝေ",1
"မှာ","တော","တွေ့",1
"မှာ","တော","ရှာဖွေ",1
"မှာ","တောင်","တင်",1
"မှာ","တောင်","ပါ",1
"မှာ","တောင်ပိုင်း","တိုးတက်",1
"မှာ","တောင်ပိုင်း","သောင်းကျန်း",1
"မှာ","တောင်ဘက်","တည်ရှိ",1
"မှာ","တောင်ဘက်","ရှိ",1
"မှာ","တော်ရိုတို","ထုတ်လွင့်",1
"မှာ","ထရပ်ကား","ဆုံးရှုံး",1
"မှာ","ထရမ်","ပြိုကျ",1
"မှာ","ထရီဘက်","ခံစား",1
"မှာ","ထွက်ပေါက်","ကြာမြင့်",1
"မှာ","ထွက်လာချိန်","ဖြစ်",1
"မှာ","ထိပ်","ရင်ထိတ်",1
"မှာ","ထိပ်ဆုံး","ထိုင်",1
"မှာ","ထိပ်ဆုံး","ဖြစ်",1
"မှာ","ထိပ်ဆုံး","ရောက်ရှိ",1
"မှာ","ထိပ်ဖျား","ရှိ",1
"မှာ","ထိုင်ဝမ်","ကစား",1
"မှာ","ထိုင်ဝမ်","လိုအပ်",1
"မှာ","ထု","ထင်ရှား",1
"မှာ","ထုတ်ကုန်","အသုံးဝင်",1
"မှာ","ထူတောင်ရေး","ကူညီ",1
"မှာ","ထောင်","ချမှတ်",1
"မှာ","ထောင်","စီရင်",1
"မှာ","ထောင်","နေ",1
"မှာ","ထောင်သား","မုန်း",1
"မှာ","ဒဏ်ရာ","ချီတက်",1
"မှာ","ဒဏ်ရာ","ထိခိုက်",1
"မှာ","ဒဏ်ရာ","ပစ်ခတ်",1
"မှာ","ဒဏ်ရာ","ပျောက်ဆုံး",1
"မှာ","ဒဏ်ရာ","ဖြစ်",1
"မှာ","ဒဏ်ရာ","ရှိ",1
"မှာ","ဒဏ်ရာ","လုံခြုံ",1
"မှာ","ဒဏ်ရာ","သေ",1
"မှာ","ဒဗလျုအက်ဖ်အယ်အေ","တည်ခင်း",1
"မှာ","ဒဗလျူစီဒဗလျူ","ရှိ",1
"မှာ","ဒဗလျူအမ်အေကျူ","စတင်",1
"မှာ","ဒဗလျူအမ်အေကျူ","လွန်",1
"မှာ","ဒမစကတ်ဒ်","လုပ်",1
"မှာ","ဒရိုင်ဘာ","ဦးတည်",1
"မှာ","ဒါဖါ","ဖြစ်",1
"မှာ","ဒါဘာဇ်","ဖြစ်",1
"မှာ","ဒိန်းမတ်","ရင်းနှီးမြှုပ်နှံ",1
"မှာ","ဒိုင်အောက်ဆိုဒ်","ကြီးထွား",1
"မှာ","ဒိုင်အောက်ဆိုဒ်","စိုးရိမ်",1
"မှာ","ဒီ","ရှိ",1
"မှာ","ဒီစီ","သက်ဆိုင်",1
"မှာ","ဒီဇင်ဘာ","တင်သွင်း",1
"မှာ","ဒီဇင်ဘာ","ဖမ်းဆီး",1
"မှာ","ဒီဇင်ဘာ","ရှိ",1
"မှာ","ဒီဇင်ဘာ","အစပြု",1
"မှာ","ဒီဇင်ဘာ",NA,1
"မှာ","ဒီအမ်ဇာတ်","စောင့်ကြည့်",1
"မှာ","ဒုက္ခသည်","ထွက်ခွာ",1
"မှာ","ဒုက္ခသည်","ဖြစ်",1
"မှာ","ဒုတိယ-ဗိုလ်လုပွဲ","ရင်ဆိုင်",1
"မှာ","ဒုတိယပိုင်း","ပိုမို",1
"မှာ","ဒေသ","ကာကွယ်",1
"မှာ","ဒေသ","တွေ့",1
"မှာ","ဒေသ","တိုက်ခိုက်",1
"မှာ","ဒေသ","ထား",1
"မှာ","ဒေသ","နေထိုင်",1
"မှာ","ဒေသ","ပြန်တုံ့ပြန်",1
"မှာ","ဒေသ","ရပ်စဲ",1
"မှာ","ဒေသ","ဝင်ခွင့်ပြု",1
"မှာ","ဒေသ","သွားနိုင်",1
"မှာ","ဒေသ","အသိုက်ဆောက်",1
"မှာ","ဒေသတွင်း","သက်ရောက်",1
"မှာ","ဒေါ်လာ","သွား",1
"မှာ","ဒေါ်လာ",NA,1
"မှာ","ဓားစားခံ","ဖြစ်",1
"မှာ","ဓာတ်ပုံ","နိမ့်",1
"မှာ","ဓာတ်ပုံ",NA,1
"မှာ","ဓားပြ","ပြန်လွှတ်",1
"မှာ","နက်ဝပ်",NA,1
"မှာ","နည်းစနစ်","ပစ်လွှတ်",1
"မှာ","နည်းပညာ",NA,1
"မှာ","နည်းလမ်း","ရုတ်သိမ်း",1
"မှာ","နည်းလမ်း","ရေဒီယိုသတ္တိကြွ",1
"မှာ","နံနက်","ပြုလုပ်",1
"မှာ","နံနက်","ဝင်",1
"မှာ","နမူနာ","ဖြစ်",1
"မှာ","နယူးဇီလန်","ကစား",1
"မှာ","နယူးဇီလန်","ယှဉ်ပြိုင်",1
"မှာ","နယူးဇီလန်","ရှိ",1
"မှာ","နယူးဇီလန်","အရက်သောက်သုံး",1
"မှာ","နယူးယောက်","ပြော",1
"မှာ","နယူးယောက်","လာ",1
"မှာ","နယ်","စတင်",1
"မှာ","နယ်","သေဆုံး",1
"မှာ","နယ်စပ်","ရှိ",1
"မှာ","နယ်နမိတ်","ဖြစ်ပွား",1
"မှာ","နယ်နမိတ်","အကြမ်းဖက်",1
"မှာ","နယ်ပယ်","ကျွမ်းကျင်",1
"မှာ","နယ်ပယ်","သေကြောင်းကြံစည်",1
"မှာ","နယ်မြေ","ထပ်တိုး",1
"မှာ","နယ်မြေ","ဖမ်းဆီး",1
"မှာ","နယ်မြေ","ရှာဖွေ",1
"မှာ","နယ်မြေ","ရှိ",1
"မှာ","နယ်မြေ","ဟုတ်",1
"မှာ","နယ်မြေ","ဦးဆောင်",1
"မှာ","နှစ်","ကင်း",1
"မှာ","နှစ်","ကျင်းပ",1
"မှာ","နှစ်","ကြာ",1
"မှာ","နှစ်","ဆွေးနွေး",1
"မှာ","နှစ်","ဆိုးဝါးလှ",1
"မှာ","နှစ်","တားမြစ်",1
"မှာ","နှစ်","တိုက်ခိုက်",1
"မှာ","နှစ်","တိုးတက်",1
"မှာ","နှစ်","ထင်ရှားပြတ်သား",1
"မှာ","နှစ်","ထုတ်",1
"မှာ","နှစ်","ပို",1
"မှာ","နှစ်","ဖွင့်လှစ်",1
"မှာ","နှစ်","မြင်သိ",1
"မှာ","နှစ်","မှန်ကန်",1
"မှာ","နှစ်","မဲ",1
"မှာ","နှစ်","ရပ်တန့်",1
"မှာ","နှစ်","လွတ်ငြိမ်း",1
"မှာ","နှစ်","လုပ်",1
"မှာ","နှစ်","သတင်းပို့",1
"မှာ","နှစ်","သရုပ်ပြ",1
"မှာ","နှစ်","သေဆုံး",1
"မှာ","နှစ်","အဆုံးသတ်",1
"မှာ","နှစ်","အပြီးသတ်",1
"မှာ","နှစ်မြှုပ်","ကြောက်လန့်",1
"မှာ","နှုန်း","ကျဆင်း",1
"မှာ","နှုန်း","ကိုယ်ထိလက်ရောက်ကျူးလွန်",1
"မှာ","နှုန်း","တိုး",1
"မှာ","နှုန်း","ပို",1
"မှာ","နှုန်း","ပေး",1
"မှာ","နှုန်း","ဖြစ်",1
"မှာ","နှုန်း","ရရှိ",1
"မှာ","နှုန်း","ရှိ",1
"မှာ","နှုန်း","သေကြောင်းကြံစည်",1
"မှာ","နှောင်းပိုင်း","ပြုလုပ်",1
"မှာ","နှောင်းပိုင်း","လုပ်ဆောင်",1
"မှာ","နား","ရှိ",1
"မှာ","နာဗားဒါ","တည်ရှိ",1
"မှာ","နာရီ","တင်ပြ",1
"မှာ","နာရီ","တိမ်းမှောက်",1
"မှာ","နာရီ","တိုက်",1
"မှာ","နာရီ","တောက်လောင်",1
"မှာ","နာရီ","ထ",1
"မှာ","နာရီ","ထိန်းချုပ်",1
"မှာ","နာရီ","ပစ်မှတ်",1
"မှာ","နာရီ","ပြီးဆုံး",1
"မှာ","နာရီ","ပိတ်",1
"မှာ","နာရီ","ပို",1
"မှာ","နာရီ","ဖြစ်ပျက်",1
"မှာ","နာရီ","ဘေးကင်း",1
"မှာ","နာရီ","ရှိ",1
"မှာ","နာရီ","လျော့ကျ",1
"မှာ","နာရီ","လောင်",1
"မှာ","နာရီ","သေ",1
"မှာ","နာရီ","သေဆုံး",1
"မှာ","နာရီ","အုပ်ချူပ်",1
"မှာ","နာရီ",NA,1
"မှာ","နာရီပိုင်း","ပစ်လွှတ်",1
"မှာ","နာရီဝက်","ကုန်",1
"မှာ","နာရီဝက်","ရ",1
"မှာ","နာရီဝက်","ဦးဆောင်",1
"မှာ","နိုင်ငံ","ကုန်ကျ",1
"မှာ","နိုင်ငံ","ချမှတ်",1
"မှာ","နိုင်ငံ","ခွဲခြား",1
"မှာ","နိုင်ငံ","စည်းရုံး",1
"မှာ","နိုင်ငံ","တူ",1
"မှာ","နိုင်ငံ","ထုတ်လုပ်",1
"မှာ","နိုင်ငံ","ပြုလုပ်",1
"မှာ","နိုင်ငံ","မြင့်တက်",1
"မှာ","နိုင်ငံ","ရည်မှန်း",1
"မှာ","နိုင်ငံ","ရရှိ",1
"မှာ","နိုင်ငံ","ရိုက်ပြ",1
"မှာ","နိုင်ငံ","လွဲ",1
"မှာ","နိုင်ငံ","လုပ်",1
"မှာ","နိုင်ငံ","သတိပေး",1
"မှာ","နိုင်ငံ","သန်စွမ်း",1
"မှာ","နိုင်ငံ","သေဆုံး",1
"မှာ","နိုင်ငံ","သောက်",1
"မှာ","နိုင်ငံ","အကြမ်းဖက်",1
"မှာ","နိုင်ငံ",NA,1
"မှာ","နိုင်ငံသား","စိတ်ချ",1
"မှာ","နိုဝင်ဘာ","တိုရန်တိုနီ",1
"မှာ","နေ့","ကစား",1
"မှာ","နေ့","ကြေညာ",1
"မှာ","နေ့","ချိုး",1
"မှာ","နေ့","စည်းရုံး",1
"မှာ","နေ့","စီစဥ်",1
"မှာ","နေ့","ဆန္ဒပြ",1
"မှာ","နေ့","ဆန့်ကျင်",1
"မှာ","နေ့","ဆုံးဖြတ်",1
"မှာ","နေ့","တက်",1
"မှာ","နေ့","တွေ့ဆုံ",1
"မှာ","နေ့","တားမြစ်",1
"မှာ","နေ့","တိုက်ခိုက်",1
"မှာ","နေ့","ထုတ်ပြန်",1
"မှာ","နေ့","ထုတ်လုပ်",1
"မှာ","နေ့","နှစ်သိမ့်",1
"မှာ","နေ့","ပတ်သက်",1
"မှာ","နေ့","ပြန်ပို့",1
"မှာ","နေ့","ပြုလုပ်",1
"မှာ","နေ့","ပြေးဆွဲ",1
"မှာ","နေ့","ပေး",1
"မှာ","နေ့","ပေါက်ကြား",1
"မှာ","နေ့","ဖမ်းဆီး",1
"မှာ","နေ့","ဖျက်ဆီး",1
"မှာ","နေ့","ဖြန့်ချီ",1
"မှာ","နေ့","ဖွင့်လှစ်",1
"မှာ","နေ့","ဖောက်ခွဲ",1
"မှာ","နေ့","ဖော်ပြ",1
"မှာ","နေ့","မျှော်မှန်း",1
"မှာ","နေ့","မျှော်လင့်",1
"မှာ","နေ့","များ",1
"မှာ","နေ့","မဲပေး",1
"မှာ","နေ့","ယူ",1
"မှာ","နေ့","ရရှိ",1
"မှာ","နေ့","ရှာဖွေ",1
"မှာ","နေ့","ရှိ",1
"မှာ","နေ့","ရှိခိုး",1
"မှာ","နေ့","လက်ခံ",1
"မှာ","နေ့","လွတ်လပ်",1
"မှာ","နေ့","လှည့်လည်",1
"မှာ","နေ့","လိင်တူဆက်ဆံ",1
"မှာ","နေ့","လုပ်ဆောင်",1
"မှာ","နေ့","လူသိနည်း",1
"မှာ","နေ့","ဝင်",1
"မှာ","နေ့","သိ",1
"မှာ","နေ့","သေ",1
"မှာ","နေ့","သေဆုံး",1
"မှာ","နေ့","ဟုတ်",1
"မှာ","နေ့","အခြေစိုက်",1
"မှာ","နေ့","အနိုင်ရ",1
"မှာ","နေ့","အန္တရာယ်ကင်း",1
"မှာ","နေချိန်","ပေါ်",1
"မှာ","နေ့ရက်","ပါဝင်",1
"မှာ","နေရာ","ကစား",1
"မှာ","နေရာ","ကန့်သတ်",1
"မှာ","နေရာ","ကူညီ",1
"မှာ","နေရာ","ငွေ့ရည်စီးဆင်း",1
"မှာ","နေရာ","စွပ်စွဲ",1
"မှာ","နေရာ","စေလွှတ်",1
"မှာ","နေရာ","ဆက်ဆံ",1
"မှာ","နေရာ","ဆန့်ကျင်",1
"မှာ","နေရာ","ဆွဲခေါ်ဖမ်းဆီး",1
"မှာ","နေရာ","ဆွဲဆောင်",1
"မှာ","နေရာ","တင်",1
"မှာ","နေရာ","တည်းဖြတ်",1
"မှာ","နေရာ","တိုး",1
"မှာ","နေရာ","ထိန်းသိမ်း",1
"မှာ","နေရာ","ထိုင်",1
"မှာ","နေရာ","ထိုးပြ",1
"မှာ","နေရာ","ထုတ်ပိုး",1
"မှာ","နေရာ","နှိပ်",1
"မှာ","နေရာ","ပျံကြဲ",1
"မှာ","နေရာ","ပျင်း",1
"မှာ","နေရာ","ပြန်ပေးဆွဲ",1
"မှာ","နေရာ","ပြိုကျ",1
"မှာ","နေရာ","ပြုပြင်",1
"မှာ","နေရာ","ပြောကြား",1
"မှာ","နေရာ","ပိုင်ဆိုင်",1
"မှာ","နေရာ","ပေး",1
"မှာ","နေရာ","ပေါင်း",1
"မှာ","နေရာ","ဖမ်းဆီး",1
"မှာ","နေရာ","ဖယ်",1
"မှာ","နေရာ","ဖြစ်နေပုံပေါ်",1
"မှာ","နေရာ","ဖိတ်",1
"မှာ","နေရာ","မြင်",1
"မှာ","နေရာ","ရ",1
"မှာ","နေရာ","ရည်ရွယ်",1
"မှာ","နေရာ","ရပ်နား",1
"မှာ","နေရာ","ရရှိ",1
"မှာ","နေရာ","ရှုရှိုက်ရ",1
"မှာ","နေရာ","ရောင်း",1
"မှာ","နေရာ","လက်ဖြောင့်",1
"မှာ","နေရာ","လုံခြုံ",1
"မှာ","နေရာ","လုပ်ဆောင်",1
"မှာ","နေရာ","လေ့ကျင့်",1
"မှာ","နေရာ","လေ့လာ",1
"မှာ","နေရာ","လောင်",1
"မှာ","နေရာ","သင့်တော်",1
"မှာ","နေရာ","သိသာထင်ရှား",1
"မှာ","နေရာ","ဟုတ်",1
"မှာ","နေရာ","အဆုံးသတ်",1
"မှာ","နေရာ","အသတ်ခံ",1
"မှာ","နေရာတိုင်း","ဖြစ်",1
"မှာ","နေရာတိုင်း","မြင်",1
"မှာ","နေရာလွတ်","ထား",1
"မှာ","နေ့လည်","သွားရောက်",1
"မှာ","နောက်","ကျန်",1
"မှာ","နောက်","ခွဲခြား",1
"မှာ","နောက်","စတင်",1
"မှာ","နောက်","စမ်းသပ်",1
"မှာ","နောက်","ရပ်တည်",1
"မှာ","နောက်","ရှိ",1
"မှာ","နောက်","ရေကူး",1
"မှာ","နောက်","လိုက်",1
"မှာ","နောက်","သုံးသပ်",1
"မှာ","နောက်","အဆုံးသတ်",1
"မှာ","နောက်ကွယ်",NA,1
"မှာ","နောက်ဆက်တွဲ","တရားဝင်",1
"မှာ","နောက်ဆုံး","ကျခံ",1
"မှာ","နောက်ဆုံး","ကြိုးစား",1
"မှာ","နောက်ဆုံး","ကြိူးပမ်း",1
"မှာ","နောက်ဆုံး","ကွယ်လွန်",1
"မှာ","နောက်ဆုံး","ဆင်းသက်",1
"မှာ","နောက်ဆုံး","ဆန္ဒမဲ",1
"မှာ","နောက်ဆုံး","တရားမျှတ",1
"မှာ","နောက်ဆုံး","တရားဝင်",1
"မှာ","နောက်ဆုံး","တွေ့မြင်",1
"မှာ","နောက်ဆုံး","နေထိုင်",1
"မှာ","နောက်ဆုံး","ပတ်သက်",1
"မှာ","နောက်ဆုံး","ပြစ်ဒဏ်ကျသင့်",1
"မှာ","နောက်ဆုံး","ပြတ်သွား",1
"မှာ","နောက်ဆုံး","ပြောင်းလဲ",1
"မှာ","နောက်ဆုံး","ဖျော်ဖြေ",1
"မှာ","နောက်ဆုံး","မြင့်တက်",1
"မှာ","နောက်ဆုံး","ရပ်တည်",1
"မှာ","နောက်ဆုံး","ရှင်းလင်း",1
"မှာ","နောက်ဆုံး","ရောက်",1
"မှာ","နောက်ဆုံး","သက်တမ်းကုန်သွား",1
"မှာ","နောက်ဆုံး","သတိမပြု",1
"မှာ","နောက်ဆုံး","သဘောတူ",1
"မှာ","နောက်ဆုံး","အပြီးသတ်",1
"မှာ","နောက်ဆုတ်","ဟုတ်",1
"မှာ","နောက်ပိုင်း","ကြိုးစား",1
"မှာ","နောက်ပိုင်း","ငြင်းခုံ",1
"မှာ","နောက်ပိုင်း","တရားဝင်",1
"မှာ","နောက်ပိုင်း","တွေ့ဆုံ",1
"မှာ","နောက်ပိုင်း","ပို့",1
"မှာ","နောက်ပိုင်း","ဖွင့်",1
"မှာ","နောက်ပိုင်း","မှားယွင်း",1
"မှာ","နောက်ပိုင်း","ယှဉ်ပြိုင်",1
"မှာ","နောက်ပိုင်း","ယူ",1
"မှာ","နောက်ပိုင်း","ရင်ဆိုင်",1
"မှာ","နောက်ပိုင်း","ရှိ",1
"မှာ","နောက်ပိုင်း","လက်မခံနိုင်",1
"မှာ","နော်ဝေး","အသိပေး",1
"မှာ","ပင်နယ်တီ","ထိမှန်",1
"မှာ","ပင်လယ်ပြင်","စုံစမ်း",1
