,count,count,count
သောတန်,1.0,,
သောမက်စ်,,,1.0
သော်န်တွန်,1.0,,
သဲကန္တာရ,1.0,,
သဲလွန်စ,1.0,,
သံ,1.0,,
သံတမန်ရေးရာ,1.0,,
သံမဏိလုပ်ငန်း,1.0,,
သံရုံး,1.0,,1.0
သံသယ,,1.0,
သြဂုတ်,3.0,,
သြစတြေးလျ,18.0,2.0,1.0
သြဇာ,2.0,,
သွင်ပြင်,,1.0,
သွားနိုင်ချိန်,1.0,,
သွားရာ,1.0,,
သွေး,,1.0,
ဟက်ဂစ်,,1.0,
ဟက်ဂူ,1.0,,
ဟက်ဒီသာ,1.0,,
ဟတ်စ်ဆတ်,1.0,,
ဟတ်စ်မန်,1.0,,
ဟဒ်-အယ်,1.0,,
ဟန်ဂါရရင်း,,,1.0
ဟန်ဒီသ,1.0,,
ဟန်လီ,,1.0,
ဟန်လေ,,1.0,
ဟန်းဝပ်ဒ်,,1.0,
ဟပ်ဒူး,,1.0,
ဟမ်မီတန်,,1.0,
ဟမ်ရှိင်းယား,,1.0,
ဟယ်စင်ကီ,2.0,,
ဟယ်လီဖက်စ်,1.0,,
ဟရပ်,1.0,,
ဟရေရာ,1.0,,
ဟာဒီ,,1.0,
ဟာဒ်,2.0,,
ဟာဗစ်,1.0,,
ဟာမိုနီ,1.0,,
ဟာရီကိန်း,1.0,,
ဟာရဲ,,,1.0
ဟာ့တ်ဘာ့,1.0,,
ဟိသဂိုး,,2.0,
ဟိုက်,,1.0,
ဟိုက်ဒရို,1.0,,
ဟိုက်ဝင်း,1.0,,
ဟိုင်တီ,,1.0,
ဟိုစီးယား,1.0,,
ဟိုတယ်,8.0,1.0,8.0
ဟိုနိုလုလု,,,2.0
ဟိုမာ,1.0,,
ဟီရိုရှီးမား,,1.0,
ဟီလီမန်,1.0,,
ဟီးလ်စ်,,1.0,
ဟီးသရိုး,,1.0,
ဟုမ်း,1.0,,
ဟူမာ,1.0,,
ဟူးရ်,,1.0,
ဟေတီ,1.0,1.0,
ဟောကိန်း,,1.0,
ဟောက်စ်,1.0,,1.0
ဟောင်ကောင်,2.0,1.0,
ဟောပြောပွဲ,1.0,,
ဟောလီဝုဒ်,1.0,,
ဟောလီးဝုဒ်,2.0,,
ဟောလ်ဝေ့ခ်ျ,,1.0,
ဟော့စ်တန်,1.0,,
ဟော့ပါ,1.0,,
ဟော်ကာ,1.0,,
ဟော်ကီ,,1.0,
ဟော်လိဝုဒ်,1.0,,
ဟေးဆတ်,1.0,,
ဟေးဈေးကြီး,1.0,,
ဟေးဒေါ့,1.0,,
ဟွန်ဒါ,1.0,,
အကာ,,,1.0
အကာအကွယ်,1.0,,
အကာအရံ,1.0,,
အကာအရံပွဲ,1.0,,
အကုန်,4.0,,
အကုန်ပိုင်း,1.0,,
အကူ,,,1.0
အကူအညီ,4.0,1.0,
အကောင့်,4.0,,
အကောင်,,1.0,
အက်ကော့,1.0,,
အက်ဂ်ျမောင့်,1.0,,
အက်စီးဒင့်,1.0,,
အက်စ်ကတွန်,1.0,,
အက်စ်ပရန်တို,,1.0,
အက်စ်အယ်လ်အမ်,1.0,,
အက်စ်အယ်အမ်,2.0,,
အက်ဆီးဒင့်,1.0,,
အက်ဒလိတ်,1.0,,
အက်ပဲ,1.0,,
အက်ဖ်,3.0,,
အက်ဖ်အက်ဖ်အေ,1.0,1.0,
အက်ဘလ်လင်န်,,1.0,
အက်ရှ်,,1.0,
အက်အိုင်စီ,1.0,,
အက်အိုအိုင်အေ,1.0,,
အက်ဥပဒေ,3.0,1.0,
အကျင့်,2.0,,
အကျဉ်းချုပ်,,1.0,
အကျဉ်းထောင်,11.0,,2.0
အကျဉ်းသား,2.0,,
အကျည်းထောင်,1.0,,
အကျပ်အတည်း,1.0,,
အကျဥ်းထောင်,2.0,2.0,1.0
အကျိတ်,1.0,,
အကျိုး,4.0,2.0,
အကျိုးခံစားခွင့်,,1.0,
အကျိုးဆက်,3.0,1.0,
အကျိုးဆက်ရလာဒ်,,1.0,
အကျိုးရလဒ်,,1.0,
အကျော့,4.0,3.0,
အကျော်,4.0,1.0,
အကြပ်အတည်း,,1.0,
အကြပ်အတဲ,,1.0,
အကြာ,38.0,4.0,
အကြား,28.0,4.0,3.0
အကြိမ်,7.0,3.0,
အကြိုက်,1.0,,
အကြိုဗိုလ်လုပွဲ,2.0,,
အကြိုရွေးကောက်ပွဲ,1.0,,
အကြောင်း,6.0,9.0,
အကြောင်းကြားစာ,1.0,2.0,
အကြောင်းရင်း,2.0,4.0,
အကြောင်းအရင်း,1.0,1.0,
အကြောင်းအရာ,4.0,3.0,1.0
အကြံ,2.0,1.0,
အကြံပြုချက်,1.0,,
အကြံအစည်,,1.0,
အကြွင်းအကျန်,,2.0,
အကွာ,13.0,,1.0
အကွာအဝေး,7.0,3.0,1.0
အကွေ့,,1.0,
အခက်အခဲ,,,1.0
အခင်း,5.0,1.0,
အခင်းနေရာ,1.0,,
အခန်း,10.0,,1.0
အခန်းကဏ္ဍ,1.0,,
အခမ်းအနား,21.0,5.0,3.0
အခါ,8.0,,2.0
အခိုက်အတန့်,1.0,1.0,
အခု,3.0,3.0,
အခုအချိန်,1.0,,
အချက်,2.0,5.0,2.0
အချက်ပေးရာ,1.0,,
အချက်အလက်,5.0,3.0,1.0
အချိန်,128.0,36.0,21.0
အချိန်ကောင်း,1.0,,
အချိန်ခါ,1.0,,
အချိန်တိုင်း,,,1.0
အချိန်တိုလေး,2.0,,
အချိန်တိုအတွင်း,1.0,,
အချိန်မျိုး,1.0,,
အချီ,4.0,1.0,
အချုပ်,1.0,,
အချုပ်ခန်း,1.0,,
အချေအတင်ပြောပွဲ,,,1.0
အခြမ်း,3.0,1.0,
အခြအနေ,,,1.0
အခြား,1.0,,1.0
အခြားနေရာ,,,1.0
အခြားဖက်,1.0,,
အခြားဘက်,1.0,,
အခြေခံ,,1.0,
အခြေအနေ,54.0,18.0,4.0
အခြေအနေမျိုး,,1.0,
အခွင့်အရေး,3.0,,
အခွင့်အလမ်း,1.0,2.0,
အခွန်,1.0,,
အခွန်ငွေ,1.0,,
အဂါင်္နေ့,1.0,,
အငူ,1.0,,
အင်ဂျင်,2.0,1.0,
အင်ဆူလင်,1.0,,
အင်တယ်ရာ,1.0,,
အင်တာနက်,5.0,,
အင်တာဗျူး,14.0,2.0,3.0
အင်ဒရူး,1.0,,
အင်ဒိုနီးရှား,2.0,1.0,
အင်ဒိုးနီးရှား,1.0,,
အင်အား,1.0,1.0,
အင်အိပ်ခ်အယ်,1.0,,
အင်းဘရက်,,1.0,
အင်္ဂလန်,5.0,,2.0
အင်္ဂလိပ်,1.0,,
အစ,11.0,8.0,4.0
အစဉ်,,1.0,
အစဉ်အလာ,1.0,,
အစည်း,1.0,,
အစည်းအဝေး,30.0,5.0,15.0
အစည်းအဝေးခန်း,1.0,,
အစည်းအဝေးပွဲ,2.0,,1.0
အစထရို,1.0,,
အစပိုင်း,9.0,2.0,
အစမ်းပွဲ,1.0,,
အစာငတ်ခံ,1.0,,
အစား,1.0,,
အစားအစာ,1.0,,
အစိတ်အပိုင်း,12.0,1.0,1.0
အစိုင်အခဲ,1.0,,
အစိုးရ,11.0,6.0,1.0
အစိုးရှေ့နေ,1.0,,
အစီအစဉ်,49.0,12.0,5.0
အစီအမံ,1.0,,
အစု,,1.0,
အစုအဖွဲ့,1.0,,
အစုအဝေး,3.0,,
အစုံလိုက်,,1.0,
အစောင့်,1.0,,
အစောပိုင်း,73.0,9.0,5.0
အစ္စတန်ဘူ,,2.0,
အစ္စရေး,4.0,1.0,
အစ်ဝစ်,1.0,,
အစွန်ဆုံး,,1.0,
အစွန်း,1.0,1.0,
အဆ,1.0,,
အဆက်နေရာ,1.0,,
အဆက်သွယ်,,1.0,
အဆက်အသွယ်,1.0,,
အဆင့်,29.0,7.0,7.0
အဆင့်တိုင်း,,1.0,
အဆင့်အတန်း,1.0,1.0,
အဆို,11.0,7.0,1.0
အဆိုပြုလွှာ,,1.0,
အဆုံး,17.0,12.0,6.0
အဆုံးပိုင်းနား,1.0,,
အဆောက်အဉီး,,,1.0
အဆောက်အအုံ,6.0,2.0,1.0
အဆောက်အဦး,7.0,1.0,2.0
အညွှန်း,1.0,,
အဌမ,,1.0,
အတက်အကျ,1.0,,
အတတ်ပညာ,2.0,,
အတန်း,5.0,2.0,
အတားအဆီး,,1.0,
အတိ,1.0,,
အတိတ်,5.0,,1.0
အတိုင်ပင်ခံ,1.0,,
အတိုင်း,1.0,,
အတိုင်းအတာ,1.0,,
အတောတွင်း,,1.0,
အတောအတွင်း,8.0,4.0,
အတော်,,1.0,
အတော်များ,1.0,,
အတော်များများ,1.0,,
အတ္တလန္တိတ်,1.0,,
အတ္တလန်တာ,3.0,,
အတ်ကင်စ်,,1.0,
အတ်တလန်တာ,1.0,,
အတ်လန်တာ,1.0,,
အတွင်း,87.0,48.0,25.0
အတွင်းပိုင်း,2.0,1.0,1.0
အတွင်းဘက်,1.0,,
အတွင်းရေးမှူး,1.0,,
အတွဲလိုက်,1.0,,
အထက်,5.0,,
အထင်မြင်မှား,,1.0,
အထိန်း,1.0,,
အထိမ်းအမှတ်,1.0,,
အထုတ်,1.0,,
အထုတ်အပိုး,1.0,,
အထောက်အကူ,3.0,,
အထောက်အထား,4.0,2.0,
အထောက်အပံ့,1.0,,
အထဲ,13.0,9.0,1.0
အထွက်နှုန်း,,1.0,
အဒမ်,3.0,,
အဓိက,3.0,2.0,
အဓိကရုဏ်း,,,1.0
အဓိပ္ပယ်,1.0,,
အဓိပ္ပါယ်,1.0,,
အဓိပ္ပာယ်,1.0,1.0,
အနက်,1.0,1.0,
အနက်ပိုင်း,1.0,,
အနက်ရောင်,,1.0,
အနည်းငယ်,17.0,9.0,2.0
အနည်းဆုံး,,1.0,
အနာဂတ်,26.0,3.0,
အနာဂါတ်,1.0,,
အနာပိုလိစ်,,1.0,
အနား,2.0,,
အနိမ့်အမြင့်,1.0,,
အနိုင်,1.0,1.0,
အနိုင်အရှုံး,,1.0,
အနီး,55.0,5.0,3.0
အနီးတဝိုက်,1.0,,
အနီးနား,,1.0,
အနီးဝန်းကျင်,1.0,,
အနီးအနား,9.0,3.0,3.0
အနုပညာရှင်,3.0,,
အနေအထား,6.0,3.0,1.0
အနောက်,3.0,,
အနောက်ပိုင်း,4.0,,1.0
အနောက်ဘက်,7.0,1.0,
အနောက်ဘက်ပိုင်း,2.0,,
အနောက်မြောက်ဖက်,1.0,,
အန္တရာယ်,7.0,6.0,1.0
အန္တာတိက,,,1.0
အန်ဂိုလာ,1.0,,
အန်ဂိုးလား,1.0,,
အန်ဇက်အက်စ်တီ,,,1.0
အန်တရင်း,,,1.0
အန်တီဂွာ,1.0,,
အန်နာ,1.0,,
အန်နာကော့ဒ်,2.0,,
အန်န်ဂျီအို,1.0,,
အန်ဗာရွန်းစ်,,1.0,
အန်ဘဆန်တီးယား,1.0,,
အန်ဘီစီ,1.0,,
အန်ဝိုင်အက်အီး,,1.0,1.0
အန်အက်စ်ဒဗလူ,1.0,,
အန်အက်စ်ဒဗလျူ,1.0,,
အန်အက်ဒဗလျှူ,1.0,,
အန်အက်ဖ်အယ်လ်,,1.0,
အန်အက်အေ,1.0,,
အန်အယ်လ်စီအက်စ်,1.0,,
အန်အိတ်ခ်ျအယ်လ်,2.0,,
အန်အေအန်,1.0,,
အန်အေအိုအက်စ်စီ,2.0,,
အန်းဒရူး,1.0,,
အနှစ်ချုပ်,1.0,,
အနှေးယဉ်,,1.0,
အနှံအပြား,1.0,,
အနှံ့အပြား,4.0,1.0,1.0
အပင်,1.0,,
အပစ်ခတ်,,1.0,
အပစ်ခံရချိန်,1.0,,
အပစ်အခတ်,2.0,,
အပတ်,16.0,3.0,
အပတ်ရေ,1.0,,
အပါအဝင်,,1.0,
အပိုချိန်,,1.0,
အပိုင်း,41.0,6.0,
အပိုင်းတွဲ,1.0,,
အပိုင်းအခြား,,1.0,
အပိုဒ်,1.0,,
အပိုလစ်,1.0,,
အပူချိန်,3.0,,1.0
အပူရှိန်,1.0,,
အပေါက်,1.0,1.0,
အပေါ်,84.0,46.0,7.0
အပေးအယူ,2.0,,
အပ်,1.0,,
အပ်ဖ်,1.0,,
အပျက်အစီး,1.0,1.0,
အပြင်,7.0,1.0,
အပြင်ပန်း,,1.0,
အပြင်ဖက်,3.0,,
အပြင်ဘက်,27.0,10.0,
အပြန်,,1.0,
အပြန်ခရီးစဉ်,1.0,,
အပြန်လမ်း,1.0,,
အပြန်လမ်းခရီး,1.0,,
အပြား,1.0,,
အပြီး,33.0,2.0,1.0
အပြုအမူ,2.0,,
အပြောင်းအလဲ,1.0,1.0,
အပြေး,1.0,1.0,
အပြေးပြိုင်ပွဲ,1.0,,
အဖက်ဇယ်,1.0,,
အဖုံး,1.0,,
အဖော်,,2.0,
အဖြစ်,13.0,6.0,
အဖြစ်ဆိုး,1.0,,
အဖြစ်အပျက်,12.0,2.0,1.0
အဖွင့်,2.0,,
အဖွဲ့,37.0,9.0,1.0
အဖွဲ့ချုပ်,2.0,,
အဖွဲ့ဝင်,2.0,3.0,1.0
အဖွဲ့အစည်း,18.0,2.0,6.0
အဘာဒင်း,1.0,,
အဘိဓာန်,1.0,,
အဘူဒါဘီ,,,2.0
အမည်,1.0,1.0,
အမတ်,2.0,,
အမိန့်,2.0,3.0,2.0
အမိန့်စာ,,1.0,
အမူအရာ,1.0,,
အမေ,,2.0,
အမေဇုန်,,1.0,
အမေရိက,6.0,4.0,1.0
အမေရိကတိုက်,1.0,,
အမေရိကန်,17.0,4.0,
အမေရိကား,3.0,,
အမဲလိုက်ကွင်း,1.0,,
အမ်စီကိန်း,1.0,,
အမ်ဝုဒ်,3.0,,
အမ်အက်စ်,1.0,,
အမ်အိတ်အိုင်,1.0,,
အမ်းရတ်စ်,1.0,,
အများ,,1.0,
အများဆုံး,1.0,1.0,
အများပြည်သူ,2.0,1.0,
အများရှေ့,1.0,1.0,
အများသဘော,1.0,,
အများအပြား,16.0,2.0,
အမျိုးစုံ,1.0,,
အမျိုးမျိုး,2.0,,1.0
အမျိုးသမီး,3.0,5.0,
အမျိုးသား,2.0,3.0,
အမျိုးအစား,5.0,,1.0
အမြင့်,3.0,1.0,1.0
အမြင်,3.0,3.0,
အမြစ်,,1.0,
အမြတ်ခွန်,1.0,,
အမြတ်အစွန်း,,2.0,
အမြန်နှုန်း,1.0,,
အမြန်ပြေးလမ်း,1.0,,
အမြန်မောင်းလမ်းမ,1.0,,
အမြန်လမ်း,2.0,,
အမြောက်အများ,1.0,,
အမြောက်အမြား,1.0,,
အမွေအနှစ်,1.0,,
အမှတ်,3.0,3.0,2.0
အမှတ်စာရင်း,,1.0,
အမှတ်အသား,2.0,1.0,
အမှန်,,1.0,
အမှု,25.0,2.0,4.0
အမှုကိစ္စ,2.0,1.0,
အမှုဆောင်,,1.0,
အမှုတွဲ,1.0,,
အမှုထမ်း,2.0,,
အမှုန်,1.0,,
အယူခံ,1.0,1.0,
အယူအဆ,1.0,1.0,
အယောက်,5.0,,
အယ်,1.0,,
အယ်-အာဒ,1.0,,
အယ်ဒါမာ့စ်တန်,,1.0,
အယ်ဗိ,1.0,,
အယ်ဘက်ဒါ,1.0,,
အယ်လ်,1.0,,
အယ်လ်-ရှိခ်,,,1.0
အယ်လ်-အဆက်,1.0,,
အယ်လ်ကာဇိုင်း,1.0,,
အယ်လ်ပီ,,1.0,
အယ်လ်ဘမ်,1.0,,
အယ်လ်ဘာတာ,1.0,,
အယ်လ်အဗျူ့,1.0,,
အယ်အိုင်အာအာ,,1.0,
အယ်အေ-ရုပ်သံ,,,1.0
အရင်းအမြစ်,5.0,1.0,
အရည်အချင်း,,1.0,
အရည်အသွေး,1.0,,
အရနာ,1.0,,
အရပ်,6.0,3.0,1.0
အရပ်ဒေသ,1.0,,
အရပ်သား,2.0,,
အရာ,10.0,17.0,
အရာတိုင်း,1.0,,
အရာရှိ,4.0,6.0,
အရာဝတ္တု,1.0,1.0,
အရိုးစု,,,1.0
အရုဏ်တက်ချိန်,,,1.0
အရုပ်ဆိုင်,,1.0,
အရုပ်တွှေ,,1.0,
အရေအတွက်,8.0,18.0,1.0
အရေအတွက်ပေါင်း,1.0,,
အရောက်,1.0,,
အရောင်း,,1.0,
အရောင်းအဝယ်,1.0,,
အရွယ်,12.0,2.0,3.0
အရွယ်အစား,1.0,,
အရှည်,,1.0,
အရှိန်,1.0,1.0,
အရှေ့,5.0,2.0,
အရှေ့ပိုင်း,4.0,,1.0
အရှေ့ဖက်,1.0,,
အရှေ့ဘက်,3.0,1.0,
အရှေ့ဘက်ပိုင်း,1.0,,
အရှေ့မြောက်,1.0,,
အရှေ့မြောက်ပိုင်း,,,1.0
အရှေ့မြောက်ဘက်,1.0,,
အလက်စကာ,2.0,,
အလင်းတန်း,,1.0,
အလင်းရောင်,1.0,,
အလည်အပတ်ခရီး,1.0,,
အလယ်,7.0,,1.0
အလယ်ခေါင်,1.0,,
အလယ်ပိုင်း,10.0,1.0,2.0
အလယ်ဗဟို,1.0,1.0,
အလာမို,1.0,,
အလားအလာ,,1.0,
အလို,5.0,,2.0
အလုပ်,14.0,14.0,
အလုပ်ခွင်,1.0,,
အလုပ်ရှင်,1.0,,
အလုပ်လက်မဲ့နှုန်း,,1.0,
အလုပ်အကိုင်,,1.0,
အလောင်း,,1.0,
အလေ့အကျင့်,1.0,,
အလေးချိန်,1.0,,
အလံ,,1.0,
အလွဲသုံးစား,2.0,,
အလွှာ,1.0,,
အလှည့်,5.0,,
အလှူရှင်,,,1.0
အဝင်,1.0,,
အဝင်ဝ,1.0,,
အဝတ်အစား,1.0,1.0,
အဝေး,2.0,2.0,
အဝေးပြေးလမ်းမ,1.0,,
အသက်,10.0,1.0,1.0
အသက်အရွယ်,,1.0,
အသင်း,18.0,11.0,4.0
အသင်းချုပ်,,1.0,
အသင်းတော်,1.0,2.0,1.0
အသင်းတော်ပွဲ,,,1.0
အသစ်,25.0,8.0,
အသနားခံစာ,1.0,,
အသနားခံလွှာ,2.0,,
အသာစီး,,1.0,
အသိပေးစာ,1.0,,
အသိုင်းအဝိုင်း,1.0,1.0,
အသီး,1.0,,
အသုဘ,,1.0,1.0
အသုံးစရိတ်,5.0,2.0,
အသုံးပြုခွင့်,1.0,,
အသေအပျောက်,1.0,,
အသေးစား,1.0,,
အသေးဖွဲအပြစ်,,1.0,
အသံ,,1.0,
အသံဖမ်းစက်,,1.0,
အသံဖိုင်,,1.0,
အသံလှိုင်း,,1.0,
အသွင်,1.0,,
အဟောင်း,1.0,1.0,
အဦးအစ,1.0,,
အာကာသ,5.0,,1.0
အာခမ်စာစ်,1.0,,
အာဂျင်တီးနား,2.0,2.0,
အာဆင်နယ်,2.0,,
အာဇာနည်,,,1.0
အာဏာ,2.0,1.0,1.0
အာဏာပိုင်,2.0,2.0,
အာတိတ်,1.0,,
အာထရာဆောင်း,1.0,,
အာဒီအိတ်စ်,1.0,,
အာနိုး,1.0,,
အာဖကန်နစ္စတန်,5.0,,
အာဖကန်နစ်စတန်,,1.0,
အာဖဂန်နစ္စတန်,10.0,3.0,3.0
အာဖဂန်နစ်စတန်,,3.0,
အာဖရိက,10.0,1.0,1.0
အာဗီး,1.0,,
အာဘီလ်,1.0,,
အာမခံကိစ္စ,1.0,,
အာမေးနီးယား,,1.0,
အာရဒ်,1.0,,
အာရပ်နိုင်ငံသား,,1.0,
အာရီဇိုးနား,1.0,,
အာရုဏ်,1.0,,
အာရုဏ်တက်,1.0,,
အာရုံ,,,1.0
အာရေးဘီးယား,1.0,,
အာရှ,4.0,4.0,
အာရှတိုက်,1.0,,
အာလာချီ,,1.0,
အာအက်ဖ်အေ,1.0,,
အား,,1.0,
အားကစား,7.0,2.0,1.0
အားကစားကွင်း,1.0,,
အားကစားကွင်းနေရာ,1.0,,
အားကစားခန်းမ,1.0,,
အားကစားပွဲ,2.0,,
အားစားကွင်း,,,1.0
အားလပ်ရက်,1.0,,
အားလုံးပေါင်း,,1.0,
အားအင်,,1.0,
အိစ်,1.0,,
အိတ်,,1.0,
အိတ်ကပ်,1.0,,
အိတ်စ်ပလိုရာ,2.0,,
အိတ်စ်ရေး,1.0,,
အိဒ်,,1.0,
အိန္ဒိယ,6.0,,1.0
အိန်ဂျယ်လစ်,,1.0,
အိန်ဂျလိစ်,,1.0,
အိပ်ခ်ျဝမ်းအဲန်ဝမ်း,1.0,,
အိပ်ချိန်း,,1.0,
အိပ်ဆောင်,1.0,,
အိပ်ဆောင်ခန်းမ,,,1.0
အိမ်,20.0,8.0,4.0
အိမ်ကွင်း,1.0,1.0,
အိမ်စောင့်စည်းမျဉ်း,,1.0,
အိမ်တော်,3.0,2.0,1.0
အိမ်နောက်ဖေး,1.0,,
အိမ်ဖြူတော်,2.0,3.0,
အိမ်ယာ,1.0,,
အိမ်သာ,1.0,,
အိုင်,1.0,,
အိုင်စီယူ,1.0,,
အိုင်စီအေအန်အန်,1.0,,
အိုင်တီဗွီ,,,1.0
အိုင်ဒီစီအက်ဖ်,1.0,,
အိုင်ဒီအန်အာ,1.0,,
အိုင်ဖုန်း,2.0,,
အိုင်ယာလန်,3.0,1.0,
အိုင်ရီဒီယမ်,1.0,,
အိုင်အက်စ်ပီ,,1.0,
အိုင်အက်စ်အက်စ်,1.0,,
အိုင်အက်အီ,1.0,,
အိုင်အန်စီ,1.0,,
အိုင်အမ်ဒီ,1.0,1.0,
အိုင်အာစီ,1.0,,
အိုင်အာအက်စ်,,1.0,
အိုင်အိုဝါ,2.0,,
အိုင်အီးစီ,1.0,,
အိုစလို,1.0,,
အိုစီရှပ်,1.0,,
အိုတဝ,,1.0,
အိုတိုဘရော့ခ်,1.0,,
အိုဒီအိုင်အက်စ်,1.0,,
အိုဘယ်လ်,,,1.0
အိုဘားမား,,4.0,
အိုလံပစ်,1.0,1.0,2.0
အိုလံပစ်ပွဲ,1.0,,
အိုအီးစီဒီ,,1.0,
အိုးပင်း,2.0,,
အီဂျစ်,3.0,,
အီစပါရာ,1.0,,
အီဆမ်း,1.0,,
အီဆာဝီ,,1.0,
အီဒင်ဘရပ်,,1.0,
အီဗန်,,1.0,
အီယူ,,1.0,
အီရတ်,35.0,10.0,5.0
အီရန်,4.0,2.0,2.0
အီရီ,,1.0,
အီလီနွိုက်,1.0,1.0,
အီး,2.0,,
အီးဂဲလ်,1.0,,
အီးစီ,1.0,,
အီးဒီတီ,1.0,,
အီးဘေး,2.0,,
အီးမေး,3.0,,
အီးမေးလ်,4.0,1.0,
အီးယူ,1.0,,
အီးယူရိုဗစ်ရှင်,,,1.0
အီးအက်စ်တီ,1.0,1.0,1.0
အီးအီးအေ,1.0,1.0,
အုတ်ကလာဟိုးမား,1.0,,
အုပ်,2.0,,
အုပ်ချုပ်မှုစနစ်,1.0,,
အုပ်ချုပ်ရေးမှူး,1.0,,
အုပ်စု,10.0,1.0,
အေ,,,1.0
အေ-အဆင့်,1.0,,
အေ.အမ်,3.0,,
အေကေဒီတီ,1.0,,
အေကေပီ,,,1.0
အေဂျင်စီ,2.0,1.0,
အေဆာအမ်ကီ,1.0,,
အေဇက်,,1.0,
အေဇာဘိုင်ဂျန်,2.0,,
အေတီအမ်စက်,1.0,,
အေဒင်ဘာ့,,1.0,
အေပက်,1.0,,
အေပရယ်,,1.0,
အေဗစ်,1.0,,
အေဗွီအိုင်,1.0,,
အေဘီစီ,2.0,,
အေမန်,1.0,,
အေရာ,,1.0,
အေသင်,1.0,1.0,
အေအမ်,2.0,2.0,
အေအာဒီ,,1.0,
အေအိုင်-ကွီဒါ,1.0,,
အေအိုင်အက်စ်,,,1.0
အေအိုင်အက်ဖ်,,2.0,
အေအိုင်အိုင်အမ်အက်စ်,1.0,,
အေအီးအက်စ်တီ,1.0,,1.0
အောက်,131.0,41.0,6.0
အောက်ခြေ,2.0,,1.0
အောက်ဆုံး,1.0,,
အောက်တရားရုံး,1.0,,
အောက်တိုဘာ,4.0,2.0,1.0
အောက်ပိုင်း,1.0,,
အောက်ဘက်,3.0,,
အောင်နိုင်ရေး,,1.0,
အောင်ပွဲ,1.0,,
အော့ကလန်း,,1.0,
အော့ခ်လန်း,1.0,,
အော့ချမ်းဂျစ်,1.0,,
အော့တဝါ,1.0,,
အော့ပ်ရှင်,1.0,,
အော်စတင်,,,1.0
အော်ရီဂွန်,2.0,,1.0
အော်လန်,1.0,,
အေးလ်,1.0,,
အဲဒိနေရာ,,1.0,
အဲဒီနေရာ,,1.0,
အဲဒီ့နေရာ,1.0,,
အဲနေရာ,,2.0,
အဲရှိုး,1.0,,
အဲလ-ရှက်ခ်,1.0,,
အွန့်,,1.0,
အွန်လိုင်း,7.0,1.0,1.0
ဥပဒ,1.0,,
ဥပဒေ,21.0,6.0,1.0
ဥပဒေကြမ်း,3.0,1.0,
ဥပဒေပြုအမတ်,,1.0,
ဥပမာ,1.0,1.0,
ဥမင်,1.0,1.0,1.0
ဥယျာဉ်,2.0,4.0,
ဥရောပ,8.0,1.0,1.0
ဥရောပဇုန်,2.0,,
ဦး,,1.0,
ဦးခန်း,1.0,,
ဦးခေါင်း,1.0,,
ဦးခေါင်းပိုင်း,1.0,,
ဦးဏှောက်,,,1.0
ဦးနှောက်,5.0,1.0,1.0
ဦးရေ,,3.0,
ဧက,,1.0,
ဧည့်-ရိပ်သာ,1.0,,
ဧည့်ခန်း,1.0,,
ဧပြီ,3.0,2.0,
ဧရိယာ,13.0,3.0,4.0
ဩဂတ်စတင်း,1.0,,
ဩစတြေးလျ,7.0,1.0,1.0
၁ရက်နေ့,1.0,,
၇:၃၀,1.0,,
၉၉ပီ/၉၉စီ,1.0,,
၎င်းနေရာ,,2.0,
